axis,axis_value,strategy,runs,is_base_value,accuracy_mean,accuracy_sd,false_confident_consensus_rate_mean,false_confident_consensus_rate_sd,independent_roots_per_question_mean,independent_roots_per_question_sd,resolved_gap_rate_mean,resolved_gap_rate_sd,questions_per_claim_mean,questions_per_claim_sd,final_independent_roots_mean,final_independent_roots_sd
min_independent_roots,5,uncertainty,8,0,0.8241666666666667,0.0034503277967117925,0.028583333333333332,0.0035534467952938495,0.2323545159694454,0.007476019768522002,0.006299545322133908,0.0010134318951471755,1.1746666666666667,0.02734610619100138,3.49725,0.023921664485274222
min_independent_roots,5,lineage,8,0,0.8616666666666667,0.009434822362708952,0.02,0.004186144947778269,0.8691874179523869,0.012009607989264839,0.31950280568441697,0.018089954445702796,1.8495,0.023350333942753265,4.831666666666667,0.01670661878152212
min_independent_roots,5,continual,8,0,0.87025,0.006826070472478161,0.009916666666666667,0.0025055493963954847,0.844041557249651,0.007759637011102396,0.2643794346472723,0.01814219023072759,2.6435,0.011317916685293151,5.455416666666666,0.027649593125397113
candidate_pool_size,16,none,8,0,0.8005833333333333,0.008510963983974317,0.03,0.002138089935299393,0.0,0.0,0.0,0.0,0.0,0.0,3.2220833333333334,0.0293082955914565
candidate_pool_size,16,random,8,0,0.8263333333333334,0.0060474315681476615,0.018083333333333333,0.003274480450731417,0.22944444444444445,0.006974885660880991,0.10136843944313093,0.010650618414634903,3.0,0.0,3.910416666666667,0.028411796119396614
candidate_pool_size,16,uncertainty,8,0,0.8274166666666667,0.007236920330708082,0.031,0.002281742581087798,0.2367365605406833,0.011255547798679127,0.007399901463907913,0.0035964477831106965,1.17625,0.06022280061808577,3.5006666666666666,0.031988093022843625
candidate_pool_size,16,lineage,8,0,0.8195,0.007910210399946922,0.016583333333333332,0.001306273021366209,0.8369476115437842,0.026329152371440793,0.0,0.0,0.25908333333333333,0.015222946338935023,3.4386666666666668,0.023307468657880866
candidate_pool_size,16,continual,8,0,0.8528333333333333,0.0078051671936374915,0.02075,0.0032354681219653467,0.5576453686250533,0.010651813663231448,0.2070945121745519,0.014117176717189834,1.9902499999999999,0.05076674014314791,4.332083333333333,0.05185748174273832
candidate_pool_size,32,none,8,0,0.8091666666666666,0.007926247335618329,0.029416666666666667,0.0033888238349207497,0.0,0.0,0.0,0.0,0.0,0.0,3.2316666666666665,0.013606721028332084
candidate_pool_size,32,random,8,0,0.8330833333333333,0.010141459774076243,0.018166666666666668,0.00232992949004287,0.22791666666666666,0.005438042883762844,0.1003386013385469,0.006381481325874787,3.0,0.0,3.9154166666666668,0.010373577546396949
