n_agents,regime,severity,corruption_type,corruption_level,partition_parts,phase,metric,system,baseline,mean_system,mean_baseline,mean_diff,ci_low,ci_high,cohens_dz,p_paired_t,n_pairs
1000,random,0.5,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.5726954125602597,0.5861943649772487,-0.013498952416989092,-0.01770278600900186,-0.00946944930249265,-1.1454489402483257,7.534551151478984e-07,30
1000,random,0.5,none,0.0,0,post_failure,iss,B6,B4,0.6870684842268626,0.960270102818807,-0.27320161859194436,-0.27605035305023196,-0.2702404197553794,-32.76821449535287,9.99761076938919e-46,30
1000,random,0.5,none,0.0,0,post_failure,iss,B7,B2,0.6875151892503103,0.9999726196130116,-0.3124574303627014,-0.3157249680658182,-0.3092716083923976,-34.38320111409369,2.480200077314766e-46,30
1000,random,0.5,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.8808,0.8985333333333333,-0.01773333333333334,-0.020800000000000006,-0.014733333333333347,-2.08945978420513,2.8404187176360773e-12,30
1000,random,0.5,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.7612871539434163,0.8082694948216324,-0.04698234087821606,-0.051809982059825975,-0.042091983737033996,-3.4222933601186427,9.43995617939059e-18,30
1000,random,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.6676,0.8758999999999999,-0.20829999999999999,-0.21178375000000005,-0.20468333333333338,-20.431254431594294,8.726873657695224e-40,30
1000,random,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.4434111186487638,0.6044177638452576,-0.16100664519649371,-0.16467290885128957,-0.15726522157913655,-15.247484777755087,4.1254933229008635e-36,30
1000,random,0.7,none,0.0,0,post_failure,iss,B6,B2,0.5002542734146118,0.9982982357343038,-0.498043962319692,-0.5011281789590916,-0.4948694291462501,-56.043983442682624,1.755070248762051e-52,30
1000,random,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.6676,0.8256166666666667,-0.15801666666666667,-0.16253333333333328,-0.15349958333333333,-12.375849696084417,1.7001723119226534e-33,30
1000,random,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.4434111186487638,0.551077448323943,-0.10766632967517922,-0.11290862210583451,-0.1025776512797021,-7.448118304721594,3.621430640742024e-27,30
1000,random,0.7,none,0.0,0,post_failure,iss,B6,B4,0.5002542734146118,0.8490929126739502,-0.3488386392593384,-0.35366066818435987,-0.34394477697710196,-25.1946329249447,2.0244365038605186e-42,30
1000,random,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.7158,0.8758999999999999,-0.1601,-0.16361666666666666,-0.15653291666666663,-15.920492968552015,1.1846057720224057e-36,30
1000,random,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.5876256037912396,0.6044177638452576,-0.016792160054018016,-0.023110290435615494,-0.010443531135261738,-0.9283666293031735,2.0035126689853812e-05,30
1000,random,0.7,none,0.0,0,post_failure,iss,B7,B2,0.4994924823443095,0.9982982357343038,-0.4988057533899943,-0.5010896407564481,-0.496573886970679,-77.60574269288571,1.3983332182521027e-56,30
1000,random,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.7158,0.7286333333333332,-0.012833333333333356,-0.016316666666666695,-0.0093329166666667,-1.307762630220057,6.958280270250226e-08,30
1000,random,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.5876256037912396,0.6208156746848232,-0.03319007089358374,-0.03908126178902948,-0.026817015823549832,-1.9128142521861717,2.2696173262059753e-11,30
1000,random,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.3005666666666667,0.8427166666666667,-0.54215,-0.54715,-0.5372333333333333,-38.570676551779236,8.873433373362028e-48,30
1000,random,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.17767392733888285,0.5743389914329532,-0.3966650640940705,-0.40025117931767734,-0.39310630221248616,-39.11342428905382,5.91850291876992e-48,30
1000,random,0.9,none,0.0,0,post_failure,iss,B6,B2,0.2035323813557625,0.8946823279062907,-0.6911499465505282,-0.6946766663342714,-0.6876020544891557,-68.87044147544813,4.4598026727615e-55,30
1000,random,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.3005666666666667,0.6681333333333332,-0.36756666666666676,-0.3749837500000001,-0.3598666666666667,-17.13154986612873,1.4235357496486758e-37,30
1000,random,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.17767392733888285,0.43051070637787847,-0.2528367790389956,-0.2583511302430177,-0.2470411844733326,-15.537261017898237,2.3949535943581413e-36,30
1000,random,0.9,none,0.0,0,post_failure,iss,B6,B4,0.2035323813557625,0.5265803039073944,-0.32304792255163195,-0.3294403002162774,-0.3163278237233559,-17.26935503886584,1.1292288482688694e-37,30
1000,random,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.3221,0.8427166666666667,-0.5206166666666666,-0.5240166666666666,-0.5172166666666668,-54.55125859461768,3.838777144479308e-52,30
1000,random,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.2393574049391002,0.5743389914329532,-0.33498158649385307,-0.3396208832180999,-0.33007377512207986,-25.191181805632027,2.0324829828836085e-42,30
1000,random,0.9,none,0.0,0,post_failure,iss,B7,B2,0.20350666741530102,0.8946823279062907,-0.6911756604909897,-0.6935518019273876,-0.6887910764291882,-101.1528758958044,6.435260505808893e-60,30
1000,random,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.3221,0.33041666666666664,-0.008316666666666668,-0.013649999999999997,-0.0031000000000000047,-0.5533328883292719,0.005092536994305019,30
1000,random,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.2393574049391002,0.25261103183636285,-0.013253626897262649,-0.01858113957727673,-0.007872393267012359,-0.8824008359568062,4.0333478173124335e-05,30
1000,targeted_whitebox,0.1,none,0.0,0,post_failure,knowledge_survival,B6,B3,0.86905,0.8713666666666667,-0.0023166666666666557,-0.004066666666666655,-0.0005166666666666579,-0.4679577677543942,0.01582559513377877,30
1000,targeted_whitebox,0.1,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.86905,0.8769333333333335,-0.007883333333333308,-0.009466666666666634,-0.006216666666666645,-1.7261877829740289,2.3183651799971314e-10,30
1000,targeted_whitebox,0.1,none,0.0,0,post_failure,iss,B6,B2,0.8671992758909861,1.0,-0.13280072410901386,-0.1338971089820067,-0.1316462689638138,-41.15378648772873,1.355654856764837e-48,30
1000,targeted_whitebox,0.1,none,0.0,0,post_failure,iss,B6,B4,0.8671992758909861,0.9477295617262522,-0.08053028583526611,-0.08633393004536628,-0.07425597533583642,-4.720398089390608,1.4103021189590225e-21,30
1000,targeted_whitebox,0.1,none,0.0,0,post_failure,iss,B7,B2,0.8673550367355347,1.0,-0.13264496326446534,-0.13396835779150326,-0.13137757793068885,-36.92443180352327,3.1411639907937985e-47,30
1000,targeted_whitebox,0.1,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9361499999999999,0.9566666666666666,-0.020516666666666638,-0.022483333333333293,-0.01866624999999998,-3.7463699679438767,8.182201551916143e-19,30
1000,targeted_whitebox,0.1,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8305149804457154,0.8856176325613316,-0.05510265211561617,-0.06042233285191411,-0.049963673869639895,-3.6473972306995965,1.6924103685693352e-18,30
1000,targeted_whitebox,0.3,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8087833333333333,0.8756999999999999,-0.06691666666666665,-0.06856666666666665,-0.06521666666666666,-14.005242613093307,4.798684823554822e-35,30
1000,targeted_whitebox,0.3,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.5626419574205509,0.6047956493700978,-0.0421536919495471,-0.04579524075136267,-0.03859658161747041,-4.143589522373437,5.19717214287379e-20,30
1000,targeted_whitebox,0.3,none,0.0,0,post_failure,iss,B6,B2,0.7253391106923421,0.9992666622002919,-0.27392755150794984,-0.27580821787317594,-0.27194240028659505,-50.24871453292749,4.1548395048282915e-51,30
1000,targeted_whitebox,0.3,none,0.0,0,post_failure,iss,B6,B4,0.7253391106923421,0.825555662314097,-0.10021655162175497,-0.10822385847568512,-0.09208566005031268,-4.3224475434792495,1.621493513296277e-20,30
1000,targeted_whitebox,0.3,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.8701500000000001,0.8756999999999999,-0.005549999999999992,-0.008066666666666644,-0.00301666666666666,-0.7721660610590532,0.00021394217080185568,30
1000,targeted_whitebox,0.3,none,0.0,0,post_failure,iss,B7,B2,0.7246899664402008,0.9992666622002919,-0.27457669576009114,-0.2763497975965341,-0.27281906485557555,-55.676073139568295,2.124326297991866e-52,30
1000,targeted_whitebox,0.3,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.8701500000000001,0.8877000000000002,-0.01754999999999998,-0.019733333333333315,-0.015399999999999992,-2.864356006093488,1.0492518377033552e-15,30
1000,targeted_whitebox,0.3,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.7527264427063558,0.7965950434969662,-0.04386860079061033,-0.04926592467709402,-0.0382885010530316,-2.7494705070734673,3.0329883386027087e-15,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.6789833333333333,0.8705833333333336,-0.19159999999999994,-0.1939,-0.1892166666666667,-28.440259874074798,6.05561924905972e-44,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.4522911723038228,0.5966641395650831,-0.14437296726126028,-0.1484215491434548,-0.14046348547456144,-12.544266632955015,1.151529835343016e-33,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,iss,B6,B2,0.5499495228131612,0.9932638883590699,-0.4433143655459086,-0.44563113957643513,-0.4410965973138809,-68.81507291494445,4.565024662228022e-55,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.6789833333333333,0.7389333333333333,-0.05994999999999999,-0.06521666666666666,-0.05465,-4.023994659992686,1.1616150451657443e-19,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.4522911723038228,0.46211514749502663,-0.009823975191203855,-0.01608333650506485,-0.0037575475308072926,-0.5612153425318946,0.0045692284047423246,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,iss,B6,B4,0.5499495228131612,0.6769791940848032,-0.12702967127164205,-0.1361756208539009,-0.11781002377470336,-4.855731263484313,6.41582080459797e-22,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.72635,0.8705833333333336,-0.14423333333333332,-0.14701666666666666,-0.1413666666666667,-17.86689383801344,4.223396364292662e-38,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,iss,B7,B2,0.5498969316482544,0.9932638883590699,-0.44336695671081544,-0.4455501392483711,-0.4411742657919725,-70.83440141410479,1.9735769692071123e-55,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.72635,0.7415666666666667,-0.015216666666666679,-0.017850000000000015,-0.012666666666666682,-2.060982665318381,3.940375326630529e-12,30
1000,targeted_whitebox,0.5,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.5943356713917274,0.6316326824966504,-0.03729701110492275,-0.042635910461561344,-0.03193302614812654,-2.440535962440057,6.306107331636689e-14,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.4611166666666666,0.8540666666666666,-0.39294999999999997,-0.39575,-0.39008333333333334,-49.04382777664768,8.396834150688834e-51,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.2859558098982338,0.5802858839683598,-0.2943300740701259,-0.29885515543873575,-0.28987837048323273,-23.358972276955654,1.8095289471232902e-41,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,iss,B6,B2,0.3402190109093984,0.9698882758617401,-0.6296692649523418,-0.6322451898703972,-0.6271094032128652,-86.35451270572713,6.3161819409299864e-58,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.4611166666666666,0.6302333333333333,-0.1691166666666666,-0.17713333333333328,-0.16118291666666665,-7.425533889377113,3.9490432622183675e-27,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.2859558098982338,0.38756823298157356,-0.10161242308333977,-0.10791236453899163,-0.09533999980375824,-5.6594975522784985,8.744723228922283e-24,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,iss,B6,B4,0.3402190109093984,0.4905093719561895,-0.15029036104679108,-0.16126809830466907,-0.13891320889194805,-4.698073618601389,1.609177749692419e-21,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.4878,0.8540666666666666,-0.3662666666666667,-0.36999999999999994,-0.36238333333333334,-33.79238359449333,4.098340575363679e-46,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.3697285796786299,0.5802858839683598,-0.21055730428972985,-0.21591948668143604,-0.2049007482105216,-13.492392082091829,1.40817394793021e-34,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,iss,B7,B2,0.3370965858300527,0.9698882758617401,-0.6327916900316874,-0.6349329640716314,-0.6305933512498935,-102.255154236687,4.6997661641423275e-60,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.4878,0.5009166666666667,-0.013116666666666667,-0.01646708333333334,-0.009316666666666666,-1.2877240702058843,9.295493328212769e-08,30
1000,targeted_whitebox,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.3697285796786299,0.3947422665431522,-0.02501368686452236,-0.030074006799405494,-0.019491523033937513,-1.6683160876184955,4.899348607648383e-10,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.1519833333333333,0.7894666666666666,-0.6374833333333334,-0.6408833333333334,-0.63405,-65.91186719331158,1.592978733965485e-54,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.08624749147019009,0.5285734689014149,-0.44232597743122465,-0.44648832513131387,-0.43803683680329497,-36.82615395350546,3.3933900119958113e-47,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,iss,B6,B2,0.1023019661506017,0.8117469469706218,-0.70944498082002,-0.711585574777176,-0.70716885920614,-114.17273514553702,1.9219806207879417e-61,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.1519833333333333,0.41806666666666664,-0.26608333333333334,-0.2753,-0.2569666666666667,-10.168942738051111,4.85073699667128e-31,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.08624749147019009,0.24607970759653747,-0.15983221612634735,-0.16543076222724792,-0.15435520440676814,-9.99452935474302,7.97464012726623e-31,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,iss,B6,B4,0.1023019661506017,0.25226908971865974,-0.14996712356805803,-0.15789197536185384,-0.14214587687204283,-6.648421240883085,9.179755044242995e-26,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.15805,0.7894666666666666,-0.6314166666666665,-0.6346666666666666,-0.6280166666666667,-66.4485174487187,1.2592241387570526e-54,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.10933842118735486,0.5285734689014149,-0.41923504771405995,-0.42365468866814926,-0.4142298729749457,-31.912953993615947,2.1512251736456142e-45,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,iss,B7,B2,0.1003247839709123,0.8117469469706218,-0.7114221629997094,-0.7138545705129703,-0.7090726831182838,-102.83713432314283,3.986618057405856e-60,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.15805,0.16391666666666665,-0.005866666666666671,-0.008650000000000001,-0.0029833333333333352,-0.7226151251168351,0.0004484319248374242,30
1000,targeted_whitebox,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.10933842118735486,0.11850664104294924,-0.009168219855594384,-0.012592034066600168,-0.005522204773409482,-0.9205432405450439,2.2569645987002375e-05,30
1000,targeted_world,0.1,none,0.0,0,post_failure,knowledge_survival,B6,B3,0.87525,0.8771833333333333,-0.0019333333333333388,-0.0037333333333333476,-0.00016666666666667414,-0.3767011607005597,0.04813955710880112,30
1000,targeted_world,0.1,none,0.0,0,post_failure,iss,B6,B2,0.8953937908013662,1.0,-0.10460620919863382,-0.10572963496049245,-0.10354636813203494,-34.15433867613137,3.0097619531428795e-46,30
1000,targeted_world,0.1,none,0.0,0,post_failure,iss,B6,B4,0.8953937908013662,0.9810306668281555,-0.08563687602678935,-0.08887768780191739,-0.0819439789156119,-8.703251179353657,4.2214859981379155e-29,30
1000,targeted_world,0.1,none,0.0,0,post_failure,iss,B7,B2,0.8956081489721934,1.0,-0.1043918510278066,-0.10578333243727683,-0.10301371132334074,-26.40277358367483,5.214694536709377e-43,30
1000,targeted_world,0.1,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9441333333333333,0.9639833333333333,-0.019850000000000017,-0.021733333333333344,-0.01810000000000001,-3.8126550816649654,5.076139061040335e-19,30
1000,targeted_world,0.1,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8403065771809156,0.8944402901692878,-0.05413371298837258,-0.05897559052462201,-0.04949146348115087,-3.9956480658102067,1.4099703713392176e-19,30
1000,targeted_world,0.3,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8680166666666669,0.8766166666666667,-0.008599999999999981,-0.01001666666666664,-0.007183333333333323,-2.127873263942496,1.8349040730409024e-12,30
1000,targeted_world,0.3,none,0.0,0,post_failure,iss,B6,B2,0.8071678260962168,1.0,-0.19283217390378316,-0.19485436752438545,-0.19079971313476562,-33.192479608095205,6.886757597086674e-46,30
1000,targeted_world,0.3,none,0.0,0,post_failure,iss,B6,B4,0.8071678260962168,0.924840138355891,-0.11767231225967408,-0.12427845944960912,-0.1108723963300387,-6.210539675855382,6.33733484472803e-25,30
1000,targeted_world,0.3,none,0.0,0,post_failure,iss,B7,B2,0.8080745716889699,1.0,-0.19192542831103007,-0.19390321001410482,-0.18994139080246292,-33.933811939368404,3.631199228292827e-46,30
1000,targeted_world,0.3,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9363333333333332,0.9539166666666667,-0.017583333333333326,-0.019616666666666654,-0.015533333333333343,-3.0363099289065714,2.279020800154606e-16,30
1000,targeted_world,0.3,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8273020635659758,0.8779356883702595,-0.050633624804283454,-0.056160118734257525,-0.04530353139268467,-3.283585828433886,2.858298593256248e-17,30
1000,targeted_world,0.5,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.82165,0.8768666666666666,-0.05521666666666668,-0.057516666666666674,-0.05291666666666666,-8.314972084795212,1.559305511558287e-28,30
1000,targeted_world,0.5,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.5736980193606399,0.6065294041469222,-0.032831384786282426,-0.03619614225318712,-0.029569316683668228,-3.44401634010064,7.963893826566526e-18,30
1000,targeted_world,0.5,none,0.0,0,post_failure,iss,B6,B2,0.6822531600793202,0.9999958316485087,-0.31774267156918845,-0.3197981379429499,-0.3155934174358845,-52.79751733773181,9.89933866667282e-52,30
1000,targeted_world,0.5,none,0.0,0,post_failure,iss,B6,B4,0.6822531600793202,0.8252524514993032,-0.1429992914199829,-0.15189288998643558,-0.1343028332789739,-5.7289746268458215,6.1998359273136964e-24,30
1000,targeted_world,0.5,none,0.0,0,post_failure,iss,B7,B2,0.6839015642801921,0.9999958316485087,-0.31609426736831664,-0.3186542181173961,-0.31366141135493913,-44.77266460400772,1.1781410978439018e-49,30
1000,targeted_world,0.5,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.88405,0.8987833333333332,-0.014733333333333331,-0.01711666666666666,-0.012483333333333324,-2.237975920070576,5.395754644167361e-13,30
1000,targeted_world,0.5,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.7636442321485359,0.8089487418363515,-0.045304509687815624,-0.04979472338553234,-0.04115109459334805,-3.742214020616172,8.432894252494375e-19,30
1000,targeted_world,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.6673333333333333,0.8768499999999999,-0.20951666666666666,-0.21261708333333337,-0.2063,-23.295792208802293,1.9571232262493187e-41,30
1000,targeted_world,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.4430494144405715,0.6063648507511119,-0.1633154363105403,-0.16791763871246806,-0.15887726628949259,-12.7079515646719,7.924094965640797e-34,30
1000,targeted_world,0.7,none,0.0,0,post_failure,iss,B6,B2,0.49477669497330984,0.9984388132890065,-0.5036621183156967,-0.5067106693983078,-0.5005639936526616,-57.00685703180106,1.0710564569241594e-52,30
1000,targeted_world,0.7,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.6673333333333333,0.7463333333333334,-0.07899999999999999,-0.08580000000000002,-0.07214958333333331,-4.067776946775503,8.632284288942528e-20,30
1000,targeted_world,0.7,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.4430494144405715,0.4892287739439844,-0.04617935950341285,-0.052427149088527275,-0.03989732641232021,-2.5918897551478954,1.3779520119287189e-14,30
1000,targeted_world,0.7,none,0.0,0,post_failure,iss,B6,B4,0.49477669497330984,0.6640833139419555,-0.16930661896864574,-0.18009159413476786,-0.1584708887586991,-5.566526504383234,1.39427830205285e-23,30
1000,targeted_world,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.7158833333333334,0.8768499999999999,-0.16096666666666667,-0.16399999999999998,-0.15786666666666668,-18.762480814169287,1.0265536611310474e-38,30
1000,targeted_world,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.5866080350567328,0.6063648507511119,-0.019756815694378926,-0.02406478801208695,-0.015468519226895443,-1.619308294374912,9.32864061726223e-10,30
1000,targeted_world,0.7,none,0.0,0,post_failure,iss,B7,B2,0.4946088274319967,0.9984388132890065,-0.5038299858570099,-0.5061677126834789,-0.5015222265323004,-76.30924522818594,2.279090151566801e-56,30
1000,targeted_world,0.7,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.7158833333333334,0.7270000000000001,-0.011116666666666674,-0.015400000000000006,-0.006666666666666665,-0.8952712829714279,3.3159870915643475e-05,30
1000,targeted_world,0.7,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.5866080350567328,0.6180375427916975,-0.03142950773496489,-0.03867038620068052,-0.02445490130244172,-1.5553010496400774,2.1943555618042885e-09,30
1000,targeted_world,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.29483333333333334,0.8436166666666666,-0.5487833333333334,-0.5524837499999999,-0.5452666666666668,-53.78730002564302,5.777795568440363e-52,30
1000,targeted_world,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B2,0.17332271606744182,0.5749724197640336,-0.4016497036965917,-0.40607213255161706,-0.39729215706999105,-32.53352445139926,1.2312467578555314e-45,30
1000,targeted_world,0.9,none,0.0,0,post_failure,iss,B6,B2,0.19907889217138292,0.8963345726331075,-0.6972556804617246,-0.6997245284294088,-0.6946602365622918,-96.79818091834409,2.305331037283125e-59,30
1000,targeted_world,0.9,none,0.0,0,post_failure,knowledge_survival,B6,B4,0.29483333333333334,0.5498833333333334,-0.25505,-0.26355,-0.24605,-10.28773119264158,3.474028612848301e-31,30
1000,targeted_world,0.9,none,0.0,0,post_failure,accuracy_macro,B6,B4,0.17332271606744182,0.34302303161426245,-0.1697003155468207,-0.17616349878834678,-0.1629208423834276,-9.050915238336072,1.3738395517209664e-29,30
1000,targeted_world,0.9,none,0.0,0,post_failure,iss,B6,B4,0.19907889217138292,0.3717900007963181,-0.17271110862493516,-0.18175559134533006,-0.16373984812448422,-6.7653278479913235,5.594512232383216e-26,30
1000,targeted_world,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B2,0.3180833333333334,0.8436166666666666,-0.5255333333333333,-0.5292666666666667,-0.5218333333333333,-50.033452456050675,4.7054828294376557e-51,30
1000,targeted_world,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B2,0.23160843336483364,0.5749724197640336,-0.34336398639919985,-0.3484187073731114,-0.33846451618096784,-24.047884578409967,7.800149617667626e-42,30
1000,targeted_world,0.9,none,0.0,0,post_failure,iss,B7,B2,0.20028420786062875,0.8963345726331075,-0.6960503647724787,-0.6985624624664585,-0.6935373097533981,-97.2144034852131,2.035633062489579e-59,30
1000,targeted_world,0.9,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.3180833333333334,0.32815,-0.010066666666666672,-0.014550000000000002,-0.005683333333333338,-0.7926122272707752,0.0001572850705326722,30
1000,targeted_world,0.9,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.23160843336483364,0.25122855391456106,-0.01962012054972739,-0.0245501448224659,-0.014870165328318743,-1.4142162786841357,1.529942034857412e-08,30
10000,correlated_domain,0.1,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8759049999999998,0.8764016666666666,-0.0004966666666666638,-0.0008983333333333343,-7.833333333333572e-05,-0.42473383681983007,0.0271922869431177,30
10000,correlated_domain,0.1,none,0.0,0,post_failure,iss,B6,B2,0.8959404110908509,1.0,-0.10405958890914917,-0.10459980001052221,-0.10352721750736237,-68.32841595647996,5.608022890108711e-55,30
10000,correlated_domain,0.1,none,0.0,0,post_failure,iss,B6,B4,0.8959404110908509,0.9907386104265848,-0.09479819933573405,-0.09543099229534467,-0.09417036905884743,-52.98373156487284,8.938792124323906e-52,30
10000,correlated_domain,0.1,none,0.0,0,post_failure,iss,B7,B2,0.8959841112295787,1.0,-0.10401588877042135,-0.10449679151177407,-0.10351759766538937,-74.77248778202754,4.110967075171063e-56,30
10000,correlated_domain,0.1,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9442300000000002,0.9625883333333333,-0.018358333333333348,-0.018883333333333346,-0.017818333333333342,-12.155767134184652,2.8515666142682198e-33,30
10000,correlated_domain,0.1,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8387866701644847,0.8899519763498208,-0.051165306185335976,-0.05260073042217861,-0.049711943625635864,-12.519793815066294,1.2182165204803259e-33,30
10000,correlated_domain,0.3,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.8690783333333333,0.8763299999999999,-0.007251666666666656,-0.007796666666666659,-0.006709999999999994,-4.738209756817905,1.2699307645712325e-21,30
10000,correlated_domain,0.3,none,0.0,0,post_failure,iss,B6,B2,0.8105856279532114,1.0,-0.18941437204678854,-0.18997200379769005,-0.18887333596746128,-120.1248101837258,4.403050938452491e-62,30
10000,correlated_domain,0.3,none,0.0,0,post_failure,iss,B6,B4,0.8105856279532114,0.9501188019911448,-0.13953317403793336,-0.1411703710258007,-0.1377786811689536,-29.479082132488116,2.142055616521927e-44,30
10000,correlated_domain,0.3,none,0.0,0,post_failure,iss,B7,B2,0.8102992733319601,1.0,-0.18970072666803997,-0.19041745175917943,-0.1889574990669886,-91.47975523917472,1.186812010717507e-58,30
10000,correlated_domain,0.3,none,0.0,0,post_failure,knowledge_survival,B7,B3Q,0.9350533333333334,0.9527599999999999,-0.017706666666666662,-0.018278374999999993,-0.017163291666666646,-11.248150652924043,2.6654665847958073e-32,30
10000,correlated_domain,0.3,none,0.0,0,post_failure,accuracy_macro,B7,B3Q,0.8256365082713754,0.8741351704523705,-0.048498662180994974,-0.050043878816978964,-0.04690810575110722,-10.945640976373856,5.841738789220664e-32,30
10000,correlated_domain,0.5,none,0.0,0,post_failure,knowledge_survival,B6,B2,0.82269,0.8763433333333335,-0.05365333333333333,-0.054375041666666665,-0.05293329166666665,-26.23084042244914,6.30087580817383e-43,30
